ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1000159,Wiley Maple,M,27.0,188.0,100.0,USA,USA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000160,Andreas Romar,M,28.0,190.0,91.0,FIN,FIN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000161,Dustin Cook,M,28.0,182.0,85.0,CAN,CAN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000162,Gilles Roulin,M,23.0,183.0,85.0,SUI,SUI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000163,Henrik von Appen,M,23.0,185.0,96.0,CHI,CHI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000164,Broderick Thompson,M,23.0,184.0,89.0,CAN,CAN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000165,Christoffer Faarup,M,25.0,190.0,95.0,DEN,DEN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000166,Joan Verdú,M,22.0,178.0,70.0,AND,AND,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000167,Filip Forejtek,M,20.0,193.0,93.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000168,Igor Zakurdayev,M,31.0,187.0,98.0,KAZ,KAZ,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000169,Christopher Hoerl,M,28.0,185.0,99.0,MDA,MDA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000170,Marko Vukićević,M,25.0,185.0,91.0,SRB,SRB,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000171,Michał Kłusak,M,27.0,182.0,83.0,POL,POL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000172,Marco Pfiffner,M,23.0,191.0,93.0,LIE,LIE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000173,Yury Danilachkin,M,26.0,182.0,78.0,BLR,BLR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000174,Jan Hudec,M,36.0,183.0,90.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000175,Jan Zabystřan,M,20.0,191.0,85.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000176,Simón Breitfuss Kammerlander,M,25.0,185.0,85.0,BOL,BOL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000177,Kim Dong-U,M,22.0,183.0,86.0,KOR,KOR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000178,Ivan Kovbasniuk,M,24.0,175.0,85.0,UKR,UKR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000179,Albin Tahiri,M,28.0,177.0,85.0,KOS,KOS,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000180,Marko Stevović,M,22.0,189.0,94.0,SRB,SRB,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000181,Patrick McMillan,M,26.0,177.0,83.0,IRL,IRL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000182,Márton Kékesi,M,22.0,173.0,71.0,HUN,HUN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000183,Klemen Kosi,M,26.0,188.0,84.0,SLO,SLO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000184,Marc Oliveras,M,26.0,173.0,75.0,AND,AND,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000185,Natko Zrnčić-Dim,M,31.0,175.0,80.0,CRO,CRO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000186,Ondřej Berndt,M,29.0,176.0,86.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Downhill, Men",NA
1000187,Matthias Mayer,M,27.0,179.0,87.0,AUT,AUT,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",Gold
1000188,Beat Feuz,M,30.0,172.0,85.0,SUI,SUI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",Silver
1000189,Kjetil Jansrud,M,32.0,185.0,83.0,NOR,NOR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",Bronze
1000190,Blaise Giezendanner,M,26.0,181.0,86.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000191,Aksel Lund Svindal,M,35.0,189.0,100.0,NOR,NOR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000192,Vincent Kriechmayr,M,26.0,186.0,93.0,AUT,AUT,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000193,Dominik Paris,M,28.0,184.0,100.0,ITA,ITA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000194,Andreas Sander,M,28.0,178.0,91.0,GER,GER,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000195,Dustin Cook,M,28.0,182.0,85.0,CAN,CAN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000196,Boštjan Kline,M,26.0,186.0,99.0,SLO,SLO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000197,Hannes Reichelt,M,37.0,184.0,82.0,AUT,AUT,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000198,Thomas Dreßen,M,24.0,188.0,90.0,GER,GER,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000199,Aleksander Aamodt Kilde,M,25.0,181.0,90.0,NOR,NOR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000200,Ryan Cochran-Siegle,M,25.0,185.0,91.0,USA,USA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000201,Adrien Théaux,M,33.0,182.0,82.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000202,Christof Innerhofer,M,33.0,186.0,90.0,ITA,ITA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000203,Max Franz,M,28.0,182.0,90.0,AUT,AUT,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000204,Maxence Muzaton,M,27.0,179.0,81.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000205,Brice Roger,M,27.0,181.0,90.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000206,Matteo Marsaglia,M,32.0,180.0,80.0,ITA,ITA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000207,Gilles Roulin,M,23.0,183.0,85.0,SUI,SUI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000208,Manuel Osborne-Paradis,M,33.0,183.0,94.0,CAN,CAN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000209,Broderick Thompson,M,23.0,184.0,89.0,CAN,CAN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000210,Jared Goldberg,M,26.0,183.0,84.0,USA,USA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000211,Klemen Kosi,M,26.0,188.0,84.0,SLO,SLO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000212,Thomas Tumler,M,28.0,180.0,84.0,SUI,SUI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000213,Josef Ferstl,M,29.0,180.0,90.0,GER,GER,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000214,Joan Verdú,M,22.0,178.0,70.0,AND,AND,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000215,Natko Zrnčić-Dim,M,31.0,175.0,80.0,CRO,CRO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000216,Henrik von Appen,M,23.0,185.0,96.0,CHI,CHI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000217,Andreas Romar,M,28.0,190.0,91.0,FIN,FIN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000218,Christoffer Faarup,M,25.0,190.0,95.0,DEN,DEN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000219,Marc Oliveras,M,26.0,173.0,75.0,AND,AND,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000220,Filip Forejtek,M,20.0,193.0,93.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000221,Ondřej Berndt,M,29.0,176.0,86.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000222,Marco Pfiffner,M,23.0,191.0,93.0,LIE,LIE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000223,Willis Feasey,M,25.0,175.0,85.0,NZL,NZL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000224,Olivier Jenot,M,29.0,173.0,63.0,MON,MON,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000225,Andreas Žampa,M,24.0,168.0,70.0,SVK,SVK,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000226,Jan Zabystřan,M,20.0,191.0,85.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000227,Igor Zakurdayev,M,31.0,187.0,98.0,KAZ,KAZ,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000228,Yury Danilachkin,M,26.0,182.0,78.0,BLR,BLR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000229,Adam Barwood,M,25.0,185.0,82.0,NZL,NZL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000230,Kim Dong-U,M,22.0,183.0,86.0,KOR,KOR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000231,Simón Breitfuss Kammerlander,M,25.0,185.0,85.0,BOL,BOL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000232,Marko Stevović,M,22.0,189.0,94.0,SRB,SRB,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000233,Albin Tahiri,M,28.0,177.0,85.0,KOS,KOS,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000234,Patrick McMillan,M,26.0,177.0,83.0,IRL,IRL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000235,Peter Fill,M,35.0,175.0,82.0,ITA,ITA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000236,Mauro Caviezel,M,29.0,181.0,87.0,SUI,SUI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000237,Ted Ligety,M,33.0,180.0,86.0,USA,USA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000238,Andrew Weibrecht,M,31.0,170.0,86.0,USA,USA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000239,Martin Čater,M,25.0,176.0,87.0,SLO,SLO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000240,Marko Vukićević,M,25.0,185.0,91.0,SRB,SRB,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000241,Miha Hrobat,M,22.0,174.0,84.0,SLO,SLO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000242,Jack Crawford,M,20.0,175.0,82.0,CAN,CAN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000243,Filip Zubčić,M,25.0,180.0,85.0,CRO,CRO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000244,Michał Kłusak,M,27.0,182.0,83.0,POL,POL,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000245,Jan Hudec,M,36.0,183.0,90.0,CZE,CZE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000246,Ivan Kovbasniuk,M,24.0,175.0,85.0,UKR,UKR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000247,Márton Kékesi,M,22.0,173.0,71.0,HUN,HUN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000248,Michel Macedo,M,19.0,NA,NA,BRA,BRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Super G, Men",NA
1000249,Marcel Hirscher,M,28.0,173.0,73.0,AUT,AUT,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",Gold
1000250,Henrik Kristoffersen,M,23.0,179.0,65.0,NOR,NOR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",Silver
1000251,Alexis Pinturault,M,26.0,180.0,80.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",Bronze
1000252,Žan Kranjec,M,25.0,176.0,77.0,SLO,SLO,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000253,Thomas Fanara,M,36.0,170.0,58.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000254,Victor Muffat-Jeandet,M,28.0,179.0,79.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000255,Mathieu Faivre,M,26.0,175.0,78.0,FRA,FRA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000256,Leif Kristian Nestvold-Haugen,M,30.0,185.0,90.0,NOR,NOR,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000257,Loïc Meillard,M,21.0,181.0,82.0,SUI,SUI,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000258,Matts Olsson,M,29.0,179.0,85.0,SWE,SWE,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000259,Ryan Cochran-Siegle,M,25.0,185.0,91.0,USA,USA,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
1000260,Erik Read,M,26.0,181.0,81.0,CAN,CAN,2018 Winter,2018,Winter,PyeongChang,Alpine Skiing,"Alpine Skiing Giant Slalom, Men",NA
